-5.12,0,0
-5.36,0,0
-5.6,0,0
-5.84,0,0
-6.08,0,0
-6.32,0,0
-6.56,0,0
-6.8,0,0
-7.04,0,0
-7.28,0,0
-7.52,0,0
-7.76,0,0
-8,0,0
-8.24,0,0
-8.48,0,0
-8.72,0,0
-8.96,0,0
-9.2,0,0
-9.44,0,0
-9.68,0,0
-9.92,0,0
-10.16,0,0
-10.4,0,0
-10.64,0,0
-10.88,0,0
-11.12,0,0
-11.36,0,0
-11.6,0,0
-11.84,0,0
-12.08,0,0
-12.32,0,0
-12.56,0,0
-12.8,0,0
-13.04,0,0
-13.28,0,0
-13.52,0,0
-13.76,0,0
-14,0,0
-14.24,0,0
-14.48,0,0
-14.72,0,0
-14.96,0,0
-15.2,0,0
-15.44,0,0
-15.68,0,0
-15.92,0,0
-16.16,0,0
-16.4,0,0
-16.64,0,0
-16.88,0,0
-17.12,0,0
-17.36,0,0
-17.6,0,0
-17.84,0,0
-18.08,0,0
-18.32,0,0
-18.56,0,0
-18.8,0,0
-19.04,0,0
-19.28,0,0
-19.52,0,0
-19.76,0,0
-20,0,0
-20.24,0,0
-20.48,0,0
-20.72,0,0
-20.96,0,0
-21.2,0,0
-21.44,0,0
-21.68,0,0
-21.92,0,0
-22.16,0,0
-22.4,0,0
-22.64,0,0
-22.88,0,0
-23.12,0,0
-23.36,0,0
-23.6,0,0
-23.84,0,0
-24.08,0,0
-24.32,0,0
-24.56,0,0
-24.8,0,0
-25.04,0,0
-25.28,0,0
-25.52,0,0
-25.76,0,0
-26,0,0
-26.24,0,0
-26.48,0,0
-26.72,0,0
-26.96,0,0
-27.2,0,0
-27.44,0,0
-27.68,0,0
-27.92,0,0
-28.16,0,0
-28.4,0,0
-28.64,0,0
-28.88,0,0
4.1,0,0
4.3,0,0
4.5,0,0
4.7,0,0
4.9,0,0
5.1,0,0
5.3,0,0
5.5,0,0
5.7,0,0
5.9,0,0
6.1,0,0
6.3,0,0
6.5,0,0
6.7,0,0
6.9,0,0
7.1,0,0
7.3,0,0
7.5,0,0
7.7,0,0
7.9,0,0
8.1,0,0
8.3,0,0
8.5,0,0
8.7,0,0
8.9,0,0
9.1,0,0
9.3,0,0
9.5,0,0
9.7,0,0
9.9,0,0
10.1,0,0
10.3,0,0
10.5,0,0
10.7,0,0
10.9,0,0
11.1,0,0
11.3,0,0
11.5,0,0
11.7,0,0
11.9,0,0
12.1,0,0
12.3,0,0
12.5,0,0
12.7,0,0
12.9,0,0
13.1,0,0
13.3,0,0
13.5,0,0
13.7,0,0
13.9,0,0
14.1,0,0
14.3,0,0
14.5,0,0
14.7,0,0
14.9,0,0
15.1,0,0
15.3,0,0
15.5,0,0
15.7,0,0
15.9,0,0
16.1,0,0
16.3,0,0
16.5,0,0
16.7,0,0
16.9,0,0
17.1,0,0
17.3,0,0
17.5,0,0
17.7,0,0
17.9,0,0
18.1,0,0
18.3,0,0
18.5,0,0
18.7,0,0
18.9,0,0
19.1,0,0
19.3,0,0
19.5,0,0
19.7,0,0
19.9,0,0
20.1,0,0
20.3,0,0
20.5,0,0
20.7,0,0
20.9,0,0
21.1,0,0
21.3,0,0
21.5,0,0
21.7,0,0
21.9,0,0
22.1,0,0
22.3,0,0
22.5,0,0
22.7,0,0
22.9,0,0
23.1,0,0
23.3,0,0
23.5,0,0
23.7,0,0
23.9,0,0
-4.5,0,0
-3.5,0,0
-2.5,0,0
-1.5,0,0
-0.5,0,0
0.5,0,0
1.5,0,0
2.5,0,0
3.5,0,0
-975.106557,0,0
-967.319672,0,0
-959.532787,0,0
-951.745902,0,0
-943.959016,0,0
-936.172131,0,0
-928.385246,0,0
-920.598361,0,0
-912.811475,0,0
-905.02459,0,0
-897.237705,0,0
-889.45082,0,0
-881.663934,0,0
-873.877049,0,0
-866.090164,0,0
-858.303279,0,0
-850.516393,0,0
-842.729508,0,0
-834.942623,0,0
-827.155738,0,0
-819.368852,0,0
-811.581967,0,0
-803.795082,0,0
-796.008197,0,0
-788.221311,0,0
-780.434426,0,0
-772.647541,0,0
-764.860656,0,0
-757.07377,0,0
-749.286885,0,0
-741.5,0,0
-733.713115,0,0
-725.92623,0,0
-718.139344,0,0
-710.352459,0,0
-702.565574,0,0
-694.778689,0,0
-686.991803,0,0
-679.204918,0,0
-671.418033,0,0
-663.631148,0,0
-655.844262,0,0
-648.057377,0,0
-640.270492,0,0
-632.483607,0,0
-624.696721,0,0
-616.909836,0,0
-609.122951,0,0
-601.336066,0,0
-593.54918,0,0
-585.762295,0,0
